date,time,station,station_code,showalter,li,li_virtual,sweat,k_index,cross_totals,vertical_totals,tt_index,cape,cape_virtual,cin,cin_virtual,brn,brn_virtual,pwat,observed,thunderstorm,lightning,squall,rainfall,nwx,season,raw_observed_event,observation_status,source_file,source_sheet,source_trace
2024-03-27,00:00Z,Visakhapatnam,43150,10.43,3.46,2.8,21.0,21.6,3.1,27.1,30.2,24.34,42.56,-449.78,-368.98,2.29,4.0,29.34,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240327/0000
2024-03-28,00:00Z,Visakhapatnam,43150,1.09,-1.03,-1.73,179.2,37.4,16.9,27.9,44.8,435.29,569.99,-339.31,-282.11,12.54,16.42,41.99,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240328/0000
2024-03-29,00:00Z,Visakhapatnam,43150,6.86,-0.71,-1.48,58.0,26.3,8.3,28.3,36.6,655.97,831.83,-336.69,-260.76,36.83,46.7,34.67,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240329/0000
2024-03-30,00:00Z,Visakhapatnam,43150,6.06,0.13,-0.58,73.99,25.1,9.1,29.1,38.2,200.5,308.31,-491.74,-385.02,14.8,22.76,31.81,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240330/0000
2024-03-31,00:00Z,Visakhapatnam,43150,2.19,1.72,1.13,130.01,36.4,14.3,30.3,44.6,0.0,0.0,0.0,0.0,0.0,0.0,37.23,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240331/0000
2024-04-01,00:00Z,Visakhapatnam,43150,0.24,3.03,2.52,175.8,34.9,17.5,28.5,46.0,0.0,0.0,0.0,0.0,336.96,302.72,0.0,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240401/0000
2024-04-02,00:00Z,Visakhapatnam,43150,1.29,-1.5,-2.47,167.61,32.5,15.7,28.7,44.4,879.75,1065.77,-390.73,-325.95,66.96,81.12,42.58,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240402/0000
2024-04-03,00:00Z,Visakhapatnam,43150,1.49,-2.0,-3.05,163.21,36.7,15.1,29.1,44.2,1333.6,1539.35,-394.2,-314.28,289.6,334.28,41.76,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240403/0000
2024-04-04,00:00Z,Visakhapatnam,43150,0.97,-0.79,-1.89,210.6,36.8,16.9,25.9,42.8,1460.03,1670.5,-313.9,-261.82,406.8,465.45,47.2,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240404/0000
2024-04-05,00:00Z,Visakhapatnam,43150,1.02,-0.45,-1.36,148.58,33.1,15.3,30.3,45.6,199.09,296.83,-486.25,-424.56,20.28,30.23,42.11,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240405/0000
2024-04-06,00:00Z,Visakhapatnam,43150,-1.29,-2.31,-3.24,190.38,36.8,18.07,30.87,48.95,512.43,697.65,-399.85,-344.75,65.06,88.58,39.73,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240406/0000
2024-04-07,00:00Z,Visakhapatnam,43150,0.08,2.25,1.53,178.8,36.5,16.1,31.1,47.2,0.03,2.14,-654.93,-608.94,0.01,0.64,35.21,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240407/0000
2024-04-08,00:00Z,Visakhapatnam,43150,-2.51,-3.9,-4.97,248.59,22.5,21.9,25.7,47.6,1710.97,1968.1,-9.88,-7.4,29.02,33.38,41.12,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240408/0000
2024-04-09,00:00Z,Visakhapatnam,43150,3.78,-0.93,-1.7,168.78,12.3,14.9,25.9,40.8,629.58,762.0,-320.02,-213.14,323.16,391.13,34.18,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240409/0000
2024-04-10,00:00Z,Visakhapatnam,43150,4.02,2.68,2.19,130.38,6.9,13.7,27.7,41.4,0.0,0.0,0.0,0.0,0.0,0.0,27.62,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240410/0000
2024-04-11,00:00Z,Visakhapatnam,43150,1.52,-1.85,-2.15,143.38,26.9,16.7,28.7,45.4,242.77,308.7,-322.02,-221.35,242.3,308.1,37.56,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240411/0000
2024-04-12,00:00Z,Visakhapatnam,43150,2.82,-4.25,-4.64,134.39,18.9,15.7,27.7,43.4,1196.28,1310.81,-145.8,-59.28,129.6,142.01,43.27,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240412/0000
2024-04-13,00:00Z,Visakhapatnam,43150,-0.73,-3.08,-3.67,176.81,30.3,19.9,27.9,47.8,603.63,711.53,-287.56,-189.8,86.67,102.16,38.56,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240413/0000
2024-04-14,00:00Z,Visakhapatnam,43150,1.34,0.61,0.21,162.41,26.1,17.9,25.9,43.8,86.17,124.54,-342.82,-248.32,25.16,36.36,38.31,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240414/0000
2024-04-15,00:00Z,Visakhapatnam,43150,2.44,-3.22,-3.96,135.61,33.4,15.1,28.1,43.2,1247.63,1407.65,-227.8,-165.58,406.52,458.66,47.32,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240415/0000
2024-04-16,00:00Z,Visakhapatnam,43150,0.78,2.14,1.61,186.58,37.8,17.3,27.3,44.6,0.0,0.0,0.0,0.0,0.0,0.0,42.58,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240416/0000
2024-04-17,00:00Z,Visakhapatnam,43150,-2.29,-0.55,-1.21,211.0,37.1,20.1,29.1,49.2,401.99,483.26,-413.87,-370.82,22.98,27.63,46.8,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240417/0000
2024-04-18,00:00Z,Visakhapatnam,43150,-1.7,-1.22,-1.82,206.81,40.0,18.7,30.7,49.4,159.42,269.93,-490.67,-439.36,3.49,5.91,45.37,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240418/0000
2024-04-19,00:00Z,Visakhapatnam,43150,0.22,-5.54,-6.62,148.58,33.9,16.1,31.1,47.2,2215.74,2473.75,-338.18,-246.54,61.79,68.98,41.13,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240419/0000
2024-04-20,00:00Z,Visakhapatnam,43150,2.29,-5.51,-6.54,131.99,28.5,13.5,30.5,44.0,3004.01,3252.71,-277.3,-192.24,151.66,164.21,46.86,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240420/0000
2024-04-21,00:00Z,Visakhapatnam,43150,-2.84,-7.12,-7.96,230.01,35.1,20.1,31.1,51.2,3121.7,3356.37,-263.9,-192.13,340.49,366.09,50.44,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240421/0000
2024-04-22,00:00Z,Visakhapatnam,43150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RA,False,False,False,True,False,Pre-Monsoon,RA:2300-2305 | DZ:2305-2345,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240422/0000
2024-04-23,00:00Z,Visakhapatnam,43150,-3.26,-3.95,-4.9,253.0,35.5,21.5,29.5,51.0,801.52,964.94,-232.33,-185.01,257.6,310.12,45.19,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240423/0000
2024-04-24,00:00Z,Visakhapatnam,43150,-0.36,-2.51,-3.08,176.39,32.9,17.7,29.7,47.4,371.04,527.12,-333.97,-270.21,223.55,317.59,42.02,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240424/0000
2024-04-25,00:00Z,Visakhapatnam,43150,0.94,-2.37,-3.24,168.2,33.7,16.1,29.1,45.2,873.96,1047.07,-322.18,-258.29,464.64,556.67,44.54,TS,True,True,False,False,False,Pre-Monsoon,TS:1715-1800,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240425/0000
2024-04-26,00:00Z,Visakhapatnam,43150,1.96,-1.0,-1.7,140.81,34.1,14.7,29.7,44.4,133.83,234.23,-447.69,-379.04,12.44,21.77,40.69,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240426/0000
2024-04-27,00:00Z,Visakhapatnam,43150,-11.43,-8.9,-10.51,599.4,55.5,26.3,37.3,63.6,6207.87,6562.82,-651.24,-625.45,1106.95,1170.24,79.39,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240427/0000
2024-04-28,00:00Z,Visakhapatnam,43150,3.16,-4.29,-5.33,118.41,35.6,12.3,30.3,42.6,1981.91,2202.57,-329.54,-246.95,183.93,204.41,47.24,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240428/0000
2024-04-29,00:00Z,Visakhapatnam,43150,1.31,4.24,3.82,154.98,28.9,15.9,28.9,44.8,0.0,0.0,0.0,0.0,0.0,0.0,37.68,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240429/0000
2024-04-30,00:00Z,Visakhapatnam,43150,-3.02,-2.18,-2.79,248.2,34.7,20.1,31.1,51.2,182.96,299.46,-558.91,-480.92,12.91,21.12,44.79,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Apr2024,RSRW INDICES Mar - June2024.xlsx::Apr2024::240430/0000
2024-05-01,00:00Z,Visakhapatnam,43150,-1.92,-3.04,-3.86,225.41,37.3,18.1,32.1,50.2,620.49,776.03,-539.74,-442.69,30.06,37.6,41.97,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240501/0000
2024-05-02,00:00Z,Visakhapatnam,43150,-0.65,-5.85,-7.01,202.59,40.8,16.5,31.5,48.0,3219.92,3484.92,-334.01,-242.12,556.45,602.25,51.05,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240502/0000
2024-05-03,00:00Z,Visakhapatnam,43150,-1.65,-5.48,-6.92,238.8,32.9,18.5,29.5,48.0,3294.94,3626.82,-234.3,-166.68,280.06,308.27,47.86,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240503/0000
2024-05-04,00:00Z,Visakhapatnam,43150,0.78,-2.15,-3.05,209.62,39.2,16.1,28.1,44.2,1510.68,1736.52,-268.92,-193.23,126.41,145.3,46.5,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240504/0000
2024-05-05,00:00Z,Visakhapatnam,43150,-0.74,-6.63,-8.06,198.81,36.7,17.3,30.3,47.6,3543.25,3911.12,-2.31,-0.45,176.29,194.59,48.17,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240505/0000
2024-05-06,00:00Z,Visakhapatnam,43150,-1.39,-6.39,-7.56,204.19,36.5,17.9,30.9,48.8,3161.43,3458.45,-261.56,-185.43,102.25,111.85,48.99,TSRA,True,True,False,True,False,Pre-Monsoon,TS:2240-2305 2317-2350 | TSRA:2305-2317 | RA:0130-0220,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240506/0000
2024-05-07,00:00Z,Visakhapatnam,43150,-3.86,-7.05,-7.79,434.87,33.5,23.5,27.3,50.8,1639.14,1846.32,-136.7,-22.47,73.06,82.29,50.38,TSRA,True,True,False,True,False,Pre-Monsoon,TRSA:0730-0830 | RA:0830-0900 | DZ:1005-1100 | DZ:1210-1245,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240507/0000
2024-05-08,00:00Z,Visakhapatnam,43150,-2.81,-4.62,-5.49,239.22,36.1,22.7,26.5,49.2,615.32,722.28,-101.81,-54.08,393.47,461.86,52.67,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240508/0000
2024-05-09,00:00Z,Visakhapatnam,43150,-1.13,-4.17,-5.25,214.39,33.1,20.5,24.9,45.4,1483.73,1754.76,-16.56,-10.05,350.01,413.95,50.23,LT,False,True,False,True,False,Pre-Monsoon,RA:0810-0825 | LT:1815-2000 | DZ:1930-2000,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240509/0000
2024-05-10,00:00Z,Visakhapatnam,43150,-0.75,-4.45,-5.06,176.6,30.1,19.3,28.3,47.6,757.37,897.39,-228.37,-146.73,86.52,102.52,46.04,TSRA,True,True,False,True,False,Pre-Monsoon,TS:1600-1800 | TSRA:1635-1740,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240510/0000
2024-05-11,00:00Z,Visakhapatnam,43150,-1.01,-4.27,-5.17,198.2,32.9,20.3,26.3,46.6,916.67,1118.99,-120.18,-71.8,75.13,91.72,48.34,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240511/0000
2024-05-12,00:00Z,Visakhapatnam,43150,-2.69,-4.97,-5.47,212.39,38.8,21.3,28.3,49.6,1009.68,1198.37,-136.92,-88.83,45.03,53.44,50.4,RA,False,False,False,True,False,Pre-Monsoon,DZ:0950-1035,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240512/0000
2024-05-13,00:00Z,Visakhapatnam,43150,-0.97,-4.89,-5.54,193.99,32.1,20.1,26.1,46.2,1586.86,1807.27,-89.11,-58.31,2331.5,2655.33,53.29,TSRA,True,True,False,True,False,Pre-Monsoon,TSRA:1925-2040 | DZ:2040-2045,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240513/0000
2024-05-14,00:00Z,Visakhapatnam,43150,3.6,-2.12,-2.51,136.2,24.1,14.5,26.5,41.0,283.69,390.98,-208.36,-144.72,130.09,179.29,49.42,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240514/0000
2024-05-15,00:00Z,Visakhapatnam,43150,0.57,-3.11,-3.61,207.59,24.9,19.1,24.1,43.2,839.95,992.84,-101.96,-26.8,146.86,173.59,50.51,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240515/0000
2024-05-16,00:00Z,Visakhapatnam,43150,-2.2,-2.73,-3.01,238.98,40.0,22.1,23.5,45.6,812.38,884.14,-38.89,-35.03,110.78,120.56,70.08,TSRA,True,True,False,True,False,Pre-Monsoon,TSRA:0300-0500 | DZ:0730-1040 | RA:0800-1140 | DZ:2215-2345,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240516/0000
2024-05-17,00:00Z,Visakhapatnam,43150,0.8,-3.16,-3.5,226.8,34.9,18.1,25.1,43.2,1180.78,1288.34,-95.61,-54.33,23.21,25.33,62.78,TSRA,True,True,False,True,False,Pre-Monsoon,DZ:0825-1045 | TSRA:2335-2345,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240517/0000
2024-05-18,00:00Z,Visakhapatnam,43150,-0.87,-4.17,-5.05,241.21,36.5,20.1,23.5,43.6,2425.96,2649.24,-18.74,-8.07,329.06,359.34,65.32,LT,False,True,False,False,False,Pre-Monsoon,LT:1840-2120,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240518/0000
2024-05-19,00:00Z,Visakhapatnam,43150,0.71,-4.84,-5.4,181.38,33.9,17.7,26.7,44.4,1526.76,1689.68,-110.53,-52.5,31207.83,34537.93,57.15,RA,False,False,False,True,False,Pre-Monsoon,RA:0045-0050 | DZ:0050-0300,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240519/0000
2024-05-20,00:00Z,Visakhapatnam,43150,-2.67,-5.13,-5.68,236.2,34.9,21.9,25.3,47.2,1689.72,1841.93,-54.38,-15.56,1433.74,1562.9,64.33,TS,True,True,False,False,False,Pre-Monsoon,TS:1305-1440,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240520/0000
2024-05-21,00:00Z,Visakhapatnam,43150,-2.44,-6.02,-6.97,234.81,38.7,21.5,24.5,46.0,3243.32,3536.73,-1.1,-0.09,570.86,622.51,64.99,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240521/0000
2024-05-22,00:00Z,Visakhapatnam,43150,1.09,-3.82,-4.69,205.0,29.1,18.1,23.1,41.2,1945.46,2239.13,-20.22,-5.16,152.08,175.03,54.87,RA,False,False,False,True,False,Pre-Monsoon,RA:0110-0125,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240522/0000
2024-05-23,00:00Z,Visakhapatnam,43150,-0.12,-5.34,-6.09,218.81,26.5,19.1,25.1,44.2,1589.74,1902.7,-30.06,-1.13,111.62,133.59,49.97,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240523/0000
2024-05-24,00:00Z,Visakhapatnam,43150,-0.83,-5.02,-5.79,220.41,35.7,19.5,25.5,45.0,1806.26,2020.48,-97.92,-25.66,81.26,90.9,55.12,RA,False,False,False,True,False,Pre-Monsoon,DZ:2300-2315 | RA:2315-2335,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240524/0000
2024-05-24,12:00Z,Visakhapatnam,43150,-2.44,-5.5,-6.2,242.58,40.9,21.5,24.1,45.6,0.0,0.0,97.57,97.59,0.0,0.0,65.81,RA,False,False,False,True,False,Pre-Monsoon,DZ:0510-0530 | DZ:0725-0800,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240524/1200
2024-05-25,00:00Z,Visakhapatnam,43150,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.77,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240525/0000
2024-05-25,12:00Z,Visakhapatnam,43150,0.89,-1.78,-2.23,216.58,34.3,17.5,24.5,42.0,1304.56,1275.96,0.0,0.0,6218.92,41.5,60.23,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240525/1200
2024-05-26,00:00Z,Visakhapatnam,43150,0.45,-1.46,-2.39,219.61,39.5,17.1,26.1,43.2,2503.28,2474.67,0.0,0.0,9842.25,103.71,58.87,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240526/0000
2024-05-26,12:00Z,Visakhapatnam,43150,1.31,-2.8,-4.38,239.38,34.0,15.8,24.8,40.6,3526.04,3821.7,-148.74,-98.75,229.74,249.01,61.51,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240526/1200
2024-05-28,00:00Z,Visakhapatnam,43150,-2.23,-4.26,-5.52,278.99,39.8,18.8,27.8,46.6,4086.97,4406.23,-242.44,-177.6,94.64,102.04,62.17,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240528/0000
2024-05-29,00:00Z,Visakhapatnam,43150,-0.42,-4.5,-5.68,234.99,29.1,17.1,28.1,45.2,3197.37,3512.77,-308.53,-204.39,138.09,151.71,49.34,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240529/0000
2024-05-30,00:00Z,Visakhapatnam,43150,-2.0,-4.73,-5.73,226.18,32.5,18.9,28.9,47.8,2203.1,2462.53,-277.64,-192.71,48.56,54.28,53.28,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240530/0000
2024-05-31,00:00Z,Visakhapatnam,43150,-4.52,-7.36,-8.54,286.39,34.9,21.7,29.7,51.4,3734.71,4067.4,-162.92,-96.8,139.78,152.23,57.7,TSRA,True,True,False,True,False,Pre-Monsoon,DZ:2230-0230 | TSRA:2340-2400,VERIFIED,RSRW INDICES Mar - June2024.xlsx,May2024,RSRW INDICES Mar - June2024.xlsx::May2024::240531/0000
2024-06-01,00:00Z,Visakhapatnam,43150,-3.34,-1.19,-1.37,246.2,41.9,21.1,28.1,49.2,164.03,194.46,-451.74,-432.53,6.18,7.33,65.8,TSRA,True,True,False,True,False,Monsoon,TS:2400-0615 | DZ:0615-0640,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Jun2024,RSRW INDICES Mar - June2024.xlsx::Jun2024::240601/0000
2024-06-02,00:00Z,Visakhapatnam,43150,-5.27,-9.14,-10.12,289.59,37.6,24.4,26.3,50.7,4171.54,4484.4,-7.78,-2.18,122.62,131.81,66.28,TSRA,True,True,False,True,False,Monsoon,TSRA:0725-0745 | TSRA:2150-2335,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Jun2024,RSRW INDICES Mar - June2024.xlsx::Jun2024::240602/0000
2024-06-03,00:00Z,Visakhapatnam,43150,0.52,-1.12,-1.27,200.2,33.9,17.3,27.3,44.6,91.29,116.8,-359.86,-295.77,14.15,18.1,58.85,RA,False,False,False,True,False,Monsoon,DZ:0035-0245 | DZ:0315-0535,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Jun2024,RSRW INDICES Mar - June2024.xlsx::Jun2024::240603/0000
2024-06-04,00:00Z,Visakhapatnam,43150,-0.29,-4.4,-4.96,199.99,36.1,18.1,27.1,45.2,2062.62,2252.88,-136.37,-95.95,266.41,290.98,61.63,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Jun2024,RSRW INDICES Mar - June2024.xlsx::Jun2024::240604/0000
2024-06-05,00:00Z,Visakhapatnam,43150,-0.67,-4.9,-5.64,205.21,32.3,18.7,26.7,45.4,2496.88,2707.2,-124.48,-79.81,143.53,155.61,61.6,TSRA,True,True,False,True,False,Monsoon,TSRA:1440-1650 | RA:1650-1730,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Jun2024,RSRW INDICES Mar - June2024.xlsx::Jun2024::240605/0000
