station,cape,lifted_index,sweat_index,k_index,pwat,storm_probability,forecast,created_at
Visakhapatnam,2926.09,-3.92,273.5,43.82,70.97,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:47:12.827805
Chennai,2067.93,-3.76,349.75,33.26,62.47,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:47:12.848329
Kolkata,1740.96,-5.37,280.17,43.15,66.56,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:47:12.866024
Hyderabad,1725.85,-4.66,404.46,26.25,48.47,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:47:12.883512
Bhubaneswar,2673.7,-4.56,225.09,34.94,41.26,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:47:12.901918
Visakhapatnam,1543.59,-8.71,222.43,26.33,70.11,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:52:12.826622
Chennai,2077.53,-4.89,411.86,36.1,51.33,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:52:12.879135
Kolkata,3029.43,-6.57,199.02,42.5,42.9,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:52:12.921918
Hyderabad,3401.93,-1.28,230.64,43.39,64.02,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:52:12.959719
Bhubaneswar,1993.25,-2.49,278.04,40.23,74.29,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:52:12.996494
Visakhapatnam,1321.27,-2.06,342.62,30.62,54.95,87,SEVERE THUNDERSTORM RISK,2026-05-22 21:53:16.322017
Chennai,3060.82,-8.29,350.12,35.86,59.22,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:53:16.354587
Visakhapatnam,3259.02,-5.48,198.04,40.18,56.35,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:53:16.357208
Kolkata,1554.23,-5.44,364.91,35.66,57.8,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:53:16.381908
Chennai,2873.74,-1.7,415.15,36.2,43.08,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:53:16.384799
Kolkata,1715.36,-3.28,366.04,39.42,76.62,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:53:16.404561
Hyderabad,2009.84,-3.66,287.82,29.12,63.28,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:53:16.408558
Hyderabad,2755.52,-1.29,371.48,27.4,46.69,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:53:16.428443
Bhubaneswar,2821.04,-7.7,282.25,37.13,64.97,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:53:16.437426
Bhubaneswar,2698.03,-8.38,386.29,27.35,44.6,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:53:16.453073
Visakhapatnam,3262.57,-2.9,240.36,35.09,38.44,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:59:22.484953
Visakhapatnam,3380.2,-3.92,356.15,41.15,37.84,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:59:22.486039
Chennai,3025.79,-8.24,296.8,32.77,37.89,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:59:22.524819
Chennai,2929.11,-7.18,253.13,43.29,67.93,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:59:22.527150
Kolkata,1576.28,-4.31,241.96,29.49,42.45,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:59:22.555628
Kolkata,1668.01,-1.18,355.21,35.86,44.97,84,SEVERE THUNDERSTORM RISK,2026-05-22 21:59:22.556906
Hyderabad,2343.6,-5.67,359.34,25.53,65.25,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:59:22.585521
Hyderabad,2920.35,-1.1,266.11,32.07,78.37,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:59:22.587080
Bhubaneswar,3323.21,-3.3,360.81,30.24,52.35,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:59:22.616860
Bhubaneswar,3415.1,-5.57,342.36,35.64,49.59,100,SEVERE THUNDERSTORM RISK,2026-05-22 21:59:22.618761
Visakhapatnam,1326.37,-3.79,336.49,34.66,67.03,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:04:22.629538
Chennai,1473.24,-8.91,256.81,29.87,77.94,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:04:22.650917
Kolkata,2200.39,-6.03,413.52,44.21,75.95,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:04:22.666030
Hyderabad,2927.09,-1.65,360.4,43.62,78.22,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:04:22.683198
Bhubaneswar,3454.29,-2.78,219.59,41.62,45.43,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:04:22.699119
Visakhapatnam,2276.68,-3.51,403.63,31.99,35.95,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:09:22.828958
Chennai,3093.1,-5.35,182.33,25.53,72.52,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:09:22.852222
Kolkata,2710.4,-5.75,317.93,28.59,66.58,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:09:22.880447
Hyderabad,1200.23,-4.38,330.33,38.07,46.26,97,SEVERE THUNDERSTORM RISK,2026-05-22 22:09:22.909036
Bhubaneswar,1259.13,-4.2,250.92,25.85,49.43,99,SEVERE THUNDERSTORM RISK,2026-05-22 22:09:22.929698
Visakhapatnam,2969.76,-6.78,231.79,27.58,53.74,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:14:23.041103
Chennai,3145.93,-6.87,210.22,39.44,60.68,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:14:23.075093
Kolkata,2355.49,-6.11,190.86,35.65,46.2,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:14:23.102047
Hyderabad,1715.06,-3.4,260.78,25.85,72.07,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:14:23.124829
Bhubaneswar,1782.0,-8.83,196.28,41.25,58.04,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:14:23.150876
Visakhapatnam,2828.31,-6.26,275.2,42.94,41.13,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:35.230190
Chennai,2180.94,-6.46,366.32,28.05,43.74,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:35.253592
Kolkata,1435.19,-3.31,253.62,32.23,65.2,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:35.271378
Hyderabad,1755.07,-8.6,296.85,37.59,35.11,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:35.296437
Bhubaneswar,2408.69,-1.76,397.24,26.01,45.41,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:35.324510
Visakhapatnam,1331.32,-3.61,311.94,25.43,36.69,88,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:35.475898
Chennai,2632.48,-1.06,236.3,44.82,68.67,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:35.525620
Kolkata,1856.1,-4.48,301.91,37.63,59.25,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:35.543529
Hyderabad,2610.51,-6.82,372.38,30.13,41.42,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:35.568648
Bhubaneswar,1239.32,-8.1,328.15,38.25,60.74,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:35.597958
Visakhapatnam,2083.14,-6.97,353.44,29.01,78.16,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:57.379764
Visakhapatnam,1894.63,-1.98,371.46,29.58,68.9,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:57.393926
Chennai,1909.04,-4.02,379.81,40.58,56.86,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:57.408078
Chennai,2522.09,-1.24,398.15,28.98,49.9,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:57.417207
Kolkata,2456.04,-4.01,279.36,26.63,61.91,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:57.429360
Kolkata,2763.72,-7.6,188.1,32.89,56.37,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:57.437318
Hyderabad,3308.14,-6.59,218.05,39.37,39.35,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:57.459114
Hyderabad,1492.17,-2.5,257.64,29.94,60.4,98,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:57.465243
Bhubaneswar,2684.37,-3.19,265.78,36.23,68.75,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:57.478642
Bhubaneswar,1426.28,-4.46,320.22,36.79,69.89,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:15:57.489282
Visakhapatnam,1246.45,-2.74,181.35,29.72,47.1,85,SEVERE THUNDERSTORM RISK,2026-05-22 22:20:57.548608
Chennai,2970.56,-7.73,313.92,43.73,53.83,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:20:57.573499
Kolkata,2448.56,-2.47,217.24,40.35,37.8,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:20:57.594145
Hyderabad,2748.35,-8.63,398.14,41.49,70.26,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:20:57.618305
Bhubaneswar,3212.41,-2.18,372.86,44.1,38.06,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:20:57.641872
Visakhapatnam,2373.51,-2.13,282.88,38.58,44.36,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:25:57.404574
Chennai,1259.64,-4.47,283.75,43.5,59.11,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:25:57.434049
Kolkata,2009.1,-1.6,252.73,37.12,68.48,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:25:57.456505
Hyderabad,1988.49,-8.8,238.93,38.58,63.88,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:25:57.479953
Bhubaneswar,1315.65,-5.85,400.22,35.75,64.78,100,SEVERE THUNDERSTORM RISK,2026-05-22 22:25:57.508860
Visakhapatnam,3429.57,-4.11,414.36,30.64,57.05,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:31:05.715718
Visakhapatnam,3425.59,-7.37,364.9,28.52,68.12,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:31:05.716884
Chennai,1310.63,-8.9,410.87,35.32,69.98,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:31:05.741679
Chennai,1487.55,-6.8,271.29,29.88,36.33,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:31:05.759193
Kolkata,2426.4,-1.55,264.17,27.78,58.04,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:31:05.779012
Kolkata,2908.71,-5.73,318.47,41.65,45.72,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:31:05.797325
Hyderabad,2547.24,-8.12,180.02,38.24,35.04,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:31:05.820366
Hyderabad,2689.51,-8.33,333.57,38.34,53.26,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:31:05.823459
Bhubaneswar,3186.39,-3.1,312.56,26.66,68.19,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:31:05.841804
Bhubaneswar,2800.06,-5.92,262.36,43.82,42.47,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:31:05.843627
Visakhapatnam,2580.97,-8.3,256.86,30.99,65.4,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:06.193211
Chennai,2785.78,-2.21,268.75,32.18,52.19,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:06.228305
Kolkata,3378.74,-3.07,238.38,34.18,65.25,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:06.255007
Hyderabad,1681.85,-7.85,367.24,35.06,70.71,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:06.288982
Bhubaneswar,2580.05,-1.01,184.96,26.57,75.74,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:06.342860
Visakhapatnam,2099.54,-1.55,272.73,33.88,48.82,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:48.162568
Chennai,1472.44,-3.16,232.61,33.71,76.63,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:48.187740
Visakhapatnam,2763.5,-7.2,358.09,27.06,49.71,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:48.196016
Kolkata,2319.91,-7.23,242.19,38.52,37.22,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:48.205527
Chennai,3402.22,-8.59,291.59,28.18,35.61,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:48.218148
Hyderabad,2714.95,-3.1,207.53,33.81,42.89,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:48.220721
Kolkata,2769.9,-4.45,211.83,29.73,57.93,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:48.246241
Bhubaneswar,1312.27,-5.06,403.99,41.02,75.78,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:48.250400
Hyderabad,2217.0,-3.28,312.23,37.77,47.92,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:48.284798
Bhubaneswar,3335.47,-5.26,184.99,37.07,67.03,100,SEVERE THUNDERSTORM RISK,2026-05-23 20:36:48.296054
Visakhapatnam,1829.42,-6.8,247.15,44.03,51.59,100,SEVERE THUNDERSTORM RISK,2026-05-24 15:01:21.766993
Chennai,1511.96,-4.0,197.63,33.1,41.84,100,SEVERE THUNDERSTORM RISK,2026-05-24 15:01:21.798265
Kolkata,2156.6,-7.07,384.34,38.68,56.13,100,SEVERE THUNDERSTORM RISK,2026-05-24 15:01:21.823633
Hyderabad,1712.22,-3.17,408.5,27.58,46.24,100,SEVERE THUNDERSTORM RISK,2026-05-24 15:01:21.852323
Bhubaneswar,3151.59,-2.82,249.81,44.56,58.15,100,SEVERE THUNDERSTORM RISK,2026-05-24 15:01:21.873837
Visakhapatnam,1455.06,-1.49,189.07,34.47,36.16,75,HIGH THUNDERSTORM RISK,2026-05-24 15:06:22.051130
Chennai,2407.29,-6.87,285.08,41.84,59.4,100,SEVERE THUNDERSTORM RISK,2026-05-24 15:06:22.068289
Kolkata,1575.02,-7.4,271.52,44.45,73.29,100,SEVERE THUNDERSTORM RISK,2026-05-24 15:06:22.080972
Hyderabad,2518.87,-1.02,297.59,35.0,35.85,100,SEVERE THUNDERSTORM RISK,2026-05-24 15:06:22.097858
Bhubaneswar,1887.64,-1.14,395.96,43.2,67.01,100,SEVERE THUNDERSTORM RISK,2026-05-24 15:06:22.115497
Visakhapatnam,2094.82,-2.05,197.1,40.77,75.19,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:05:08.792610
Chennai,3237.9,-2.0,340.21,35.76,50.75,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:05:08.803523
Kolkata,1401.45,-1.7,292.47,33.47,53.45,85,SEVERE THUNDERSTORM RISK,2026-05-25 12:05:08.812300
Hyderabad,3242.08,-7.98,416.42,36.64,73.81,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:05:08.822711
Bhubaneswar,1275.69,-2.69,329.17,40.42,78.4,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:05:08.833654
Visakhapatnam,1311.57,-7.58,255.94,26.42,41.97,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:05:08.850680
Chennai,1785.74,-8.01,335.81,44.07,49.65,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:05:08.862738
Kolkata,3454.63,-4.86,263.13,28.76,67.4,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:05:08.872434
Hyderabad,1505.11,-7.55,264.18,28.99,37.37,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:05:08.883623
Bhubaneswar,2166.02,-1.24,314.61,38.24,48.79,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:05:08.901554
Visakhapatnam,2713.47,-6.21,199.05,43.39,45.54,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:10:05.551439
Chennai,2472.71,-6.45,371.78,34.48,78.11,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:10:05.571599
Kolkata,2084.08,-8.88,407.59,35.56,61.08,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:10:05.589048
Hyderabad,2588.2,-2.85,221.01,25.5,45.17,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:10:05.608894
Bhubaneswar,2453.79,-2.29,197.79,44.86,78.46,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:10:05.627386
Visakhapatnam,2085.99,-2.87,318.42,35.82,46.17,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:15:05.556508
Chennai,1684.97,-8.82,386.08,36.37,71.42,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:15:05.576231
Kolkata,2821.79,-4.2,401.68,34.76,79.04,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:15:05.591714
Hyderabad,2734.03,-4.84,218.3,28.88,60.16,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:15:05.607603
Bhubaneswar,2278.65,-2.54,234.95,35.67,45.2,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:15:05.628457
Visakhapatnam,3367.45,-7.91,273.88,34.75,35.64,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:20:05.451957
Chennai,1642.94,-3.16,184.87,29.82,60.46,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:20:05.473575
Kolkata,3009.69,-3.38,192.54,32.16,69.07,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:20:05.490828
Hyderabad,1250.94,-3.05,342.71,44.24,38.39,83,SEVERE THUNDERSTORM RISK,2026-05-25 12:20:05.503908
Bhubaneswar,2501.53,-2.84,362.6,40.54,57.93,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:20:05.518145
Visakhapatnam,2904.29,-1.57,234.48,40.92,70.17,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:25:05.430024
Chennai,2783.45,-2.88,395.35,38.49,47.07,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:25:05.445685
Kolkata,2752.74,-6.98,260.57,35.35,44.19,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:25:05.464572
Hyderabad,3408.98,-3.27,180.57,41.83,58.1,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:25:05.485759
Bhubaneswar,2263.88,-2.56,353.72,36.82,53.51,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:25:05.506212
Visakhapatnam,1495.5,-3.88,336.45,38.13,68.51,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:30:05.464574
Chennai,2911.43,-2.55,263.77,41.91,36.76,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:30:05.484197
Kolkata,2377.18,-2.3,262.89,39.72,64.12,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:30:05.502625
Hyderabad,3182.8,-6.63,284.95,39.45,51.13,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:30:05.521136
Bhubaneswar,2926.2,-7.71,222.07,26.95,46.79,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:30:05.538130
Visakhapatnam,2466.41,-2.79,319.7,33.38,65.76,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:35:05.462630
Chennai,2484.55,-4.53,311.27,29.73,41.2,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:35:05.485034
Kolkata,2347.27,-2.32,212.26,33.58,73.66,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:35:05.501478
Hyderabad,2285.0,-1.27,265.02,35.13,76.02,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:35:05.515496
Bhubaneswar,3463.23,-4.43,328.94,26.97,51.73,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:35:05.532288
Visakhapatnam,1842.93,-2.08,209.06,43.97,40.11,93,SEVERE THUNDERSTORM RISK,2026-05-25 12:40:05.457512
Chennai,1481.65,-3.04,188.18,38.79,40.58,91,SEVERE THUNDERSTORM RISK,2026-05-25 12:40:05.478898
Kolkata,2408.47,-4.63,266.58,41.38,79.29,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:40:05.493523
Hyderabad,3234.42,-3.29,224.26,29.32,57.07,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:40:05.510187
Bhubaneswar,2874.09,-6.76,283.05,32.92,48.14,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:40:05.526200
Visakhapatnam,3165.94,-7.71,247.56,44.38,44.83,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:45:05.627050
Chennai,1661.36,-1.83,341.67,38.89,57.44,96,SEVERE THUNDERSTORM RISK,2026-05-25 12:45:05.641340
Kolkata,2223.29,-6.35,275.31,34.51,37.05,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:45:05.653410
Hyderabad,3157.35,-6.18,321.94,30.09,44.44,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:45:05.663269
Bhubaneswar,2467.89,-3.03,353.26,27.6,63.88,100,SEVERE THUNDERSTORM RISK,2026-05-25 12:45:05.674491
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 15:52:36.438299
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 15:52:36.504082
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 15:52:36.561611
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 15:52:36.611237
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 15:52:36.659222
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 17:46:47.881511
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 17:46:47.883632
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 17:46:47.948185
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 17:46:47.956236
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 17:46:48.036372
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 17:46:48.089749
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 17:46:48.147762
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 17:46:48.154991
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 17:46:48.267090
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 17:46:48.318934
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 17:47:08.094997
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 17:47:08.115490
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 17:47:08.133122
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 17:47:08.152754
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 17:47:08.175953
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 17:51:03.602118
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 17:51:03.603923
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 17:51:03.636128
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 17:51:03.651471
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 17:51:03.665924
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 17:51:03.681927
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 17:51:03.725888
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 17:51:03.757176
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 17:51:03.782405
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 17:51:03.798516
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 17:56:04.266946
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 17:56:04.290361
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 17:56:04.314006
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 17:56:04.334412
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 17:56:04.360321
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:01:05.116746
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:01:05.151212
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:01:05.187075
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:01:05.214757
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 18:01:05.242544
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:06:05.863621
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:06:05.889195
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:06:05.917033
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:06:05.944984
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 18:06:05.975418
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:11:06.277749
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:11:06.305653
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:11:06.333295
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:11:06.357838
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 18:11:06.385326
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:16:07.096340
Chennai,0.0,-3.8,210.0,28.0,48.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:16:07.116367
Kolkata,0.0,-8.0,360.0,40.0,70.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:16:07.135815
Hyderabad,0.0,-1.5,140.0,22.0,36.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:16:07.152266
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,68,HIGH THUNDERSTORM RISK,2026-05-26 18:16:07.170695
